Date,State,Death,Type
2022-04-20,Federal Capital Territory,4,Kidnapper
2022-05-18,Federal Capital Territory,0,Kidnapper
2022-05-30,Federal Capital Territory,0,Kidnapper
2022-05-31,Federal Capital Territory,1,Kidnapper
2017-10-31,Gombe,0,Kidnapper
2018-12-03,Gombe,0,Kidnapper
2021-01-05,Gombe,1,Kidnapper
2013-01-13,Imo,1,Kidnapper
2015-06-03,Imo,0,Kidnapper
2015-07-13,Imo,0,Kidnapper
2015-10-16,Imo,0,Kidnapper
2016-04-11,Imo,0,Kidnapper
2017-01-20,Imo,1,Kidnapper
2017-03-15,Imo,0,Kidnapper
2017-04-28,Imo,0,Kidnapper
2017-06-29,Imo,0,Kidnapper
2018-02-19,Imo,0,Kidnapper
2018-04-10,Imo,0,Kidnapper
2018-07-01,Imo,0,Kidnapper
2018-10-24,Imo,0,Kidnapper
2018-10-27,Imo,2,Kidnapper
2018-11-01,Imo,0,Kidnapper
2019-03-29,Imo,0,Kidnapper
2019-04-27,Imo,2,Kidnapper
2019-08-12,Imo,0,Kidnapper
2019-08-22,Imo,0,Kidnapper
2020-01-18,Imo,0,Kidnapper
2020-03-07,Imo,0,Kidnapper
2020-04-04,Imo,0,Kidnapper
2020-05-15,Imo,2,Kidnapper
2020-12-15,Imo,0,Kidnapper
2020-12-15,Imo,0,Kidnapper
2020-12-27,Imo,0,Kidnapper
2021-01-15,Imo,0,Kidnapper
2021-01-26,Imo,0,Kidnapper
2021-03-20,Imo,0,Kidnapper
2021-04-07,Imo,0,Kidnapper
2021-04-11,Imo,0,Kidnapper
2021-06-10,Imo,0,Kidnapper
2021-06-10,Imo,0,Kidnapper
2021-06-11,Imo,0,Kidnapper
2021-06-13,Imo,0,Kidnapper
2021-06-13,Imo,0,Kidnapper
2021-07-05,Imo,1,Kidnapper
2021-08-19,Imo,1,Kidnapper
2021-09-24,Imo,1,Kidnapper
2021-11-19,Imo,0,Kidnapper
2021-12-09,Imo,0,Kidnapper
2021-12-14,Imo,0,Kidnapper
2021-12-15,Imo,2,Kidnapper
2021-12-18,Imo,0,Kidnapper
2022-01-08,Imo,0,Kidnapper
2022-01-09,Imo,0,Kidnapper
2022-01-09,Imo,0,Kidnapper
2022-01-09,Imo,0,Kidnapper
2022-01-09,Imo,0,Kidnapper
2022-01-11,Imo,0,Kidnapper
2022-01-23,Imo,1,Kidnapper
2022-03-31,Imo,0,Kidnapper
2017-01-17,Jigawa,0,Kidnapper
2019-03-15,Jigawa,0,Kidnapper
2019-09-02,Jigawa,0,Kidnapper
2020-01-11,Jigawa,0,Kidnapper
2020-03-28,Jigawa,0,Kidnapper
2020-03-29,Jigawa,0,Kidnapper
2020-05-30,Jigawa,0,Kidnapper
2020-08-08,Jigawa,0,Kidnapper
2020-10-03,Jigawa,0,Kidnapper
2020-10-26,Jigawa,0,Kidnapper
2020-11-15,Jigawa,0,Kidnapper
2020-12-21,Jigawa,1,Kidnapper
2020-12-26,Jigawa,0,Kidnapper
2021-03-17,Jigawa,1,Kidnapper
2021-07-17,Jigawa,0,Kidnapper
2021-07-28,Jigawa,0,Kidnapper
2012-05-07,Kaduna,2,Kidnapper
2015-10-19,Kaduna,0,Kidnapper
2016-03-21,Kaduna,0,Kidnapper
2016-03-26,Kaduna,0,Kidnapper
2016-03-27,Kaduna,1,Kidnapper
2016-04-17,Kaduna,0,Kidnapper
2016-06-07,Kaduna,1,Kidnapper
2016-07-01,Kaduna,0,Kidnapper
2016-08-03,Kaduna,0,Kidnapper
2016-08-12,Kaduna,0,Kidnapper
2016-08-23,Kaduna,0,Kidnapper
2016-10-03,Kaduna,0,Kidnapper
2016-11-16,Kaduna,0,Kidnapper
2016-11-20,Kaduna,0,Kidnapper
2017-02-22,Kaduna,2,Kidnapper
2017-06-07,Kaduna,0,Kidnapper
2017-06-09,Kaduna,0,Kidnapper
2017-06-16,Kaduna,0,Kidnapper
2017-07-08,Kaduna,1,Kidnapper
2017-09-03,Kaduna,0,Kidnapper
2017-09-17,Kaduna,1,Kidnapper
2017-09-18,Kaduna,1,Kidnapper
2017-09-27,Kaduna,0,Kidnapper
2017-11-12,Kaduna,4,Kidnapper
2017-12-06,Kaduna,0,Kidnapper
2017-12-08,Kaduna,0,Kidnapper
2018-01-02,Kaduna,0,Kidnapper
2018-01-16,Kaduna,2,Kidnapper
2018-02-13,Kaduna,0,Kidnapper
2018-02-28,Kaduna,1,Kidnapper
2018-03-31,Kaduna,0,Kidnapper
2018-05-13,Kaduna,0,Kidnapper
2018-05-14,Kaduna,2,Kidnapper
2018-05-15,Kaduna,0,Kidnapper
2018-05-20,Kaduna,0,Kidnapper
2018-05-26,Kaduna,0,Kidnapper
2018-05-31,Kaduna,0,Kidnapper
2018-07-06,Kaduna,6,Kidnapper
2018-08-02,Kaduna,0,Kidnapper
2018-08-11,Kaduna,4,Kidnapper
2018-08-20,Kaduna,1,Kidnapper
2018-09-13,Kaduna,0,Kidnapper
2018-09-16,Kaduna,0,Kidnapper
2018-10-19,Kaduna,4,Kidnapper
2018-10-25,Kaduna,1,Kidnapper
2019-03-25,Kaduna,0,Kidnapper
2019-04-01,Kaduna,0,Kidnapper
2019-04-03,Kaduna,4,Kidnapper
2019-04-20,Kaduna,0,Kidnapper
2019-04-19,Kaduna,2,Kidnapper
2019-05-18,Kaduna,1,Kidnapper
2019-05-19,Kaduna,1,Kidnapper
2019-05-19,Kaduna,0,Kidnapper
2019-06-11,Kaduna,0,Kidnapper
2019-06-17,Kaduna,0,Kidnapper
2019-07-14,Kaduna,1,Kidnapper
2019-07-24,Kaduna,1,Kidnapper
2019-08-02,Kaduna,0,Kidnapper
2019-08-14,Kaduna,0,Kidnapper
2019-08-18,Kaduna,0,Kidnapper
2019-08-19,Kaduna,0,Kidnapper
2019-08-20,Kaduna,0,Kidnapper
2019-08-23,Kaduna,0,Kidnapper
2019-08-26,Kaduna,3,Kidnapper
2019-08-29,Kaduna,0,Kidnapper
2019-09-07,Kaduna,0,Kidnapper
2019-09-21,Kaduna,0,Kidnapper
2019-09-23,Kaduna,0,Kidnapper
2019-09-24,Kaduna,1,Kidnapper
2019-10-03,Kaduna,0,Kidnapper
2019-10-09,Kaduna,0,Kidnapper
2019-10-16,Kaduna,1,Kidnapper
2019-10-19,Kaduna,0,Kidnapper
2019-11-07,Kaduna,0,Kidnapper
2019-11-10,Kaduna,0,Kidnapper
2019-11-20,Kaduna,0,Kidnapper
2019-11-25,Kaduna,1,Kidnapper
2019-12-13,Kaduna,0,Kidnapper
2019-12-18,Kaduna,0,Kidnapper
2019-12-19,Kaduna,0,Kidnapper
2019-12-19,Kaduna,0,Kidnapper
2020-01-08,Kaduna,0,Kidnapper
2020-01-22,Kaduna,2,Kidnapper
2020-01-25,Kaduna,1,Kidnapper
2020-01-25,Kaduna,0,Kidnapper
2020-02-01,Kaduna,1,Kidnapper
2020-02-01,Kaduna,1,Kidnapper
2020-02-07,Kaduna,0,Kidnapper
2020-02-08,Kaduna,1,Kidnapper
2020-03-10,Kaduna,1,Kidnapper
2020-03-18,Kaduna,1,Kidnapper
2020-04-08,Kaduna,0,Kidnapper
2020-04-14,Kaduna,0,Kidnapper
2020-04-17,Kaduna,1,Kidnapper
2020-05-11,Kaduna,0,Kidnapper
2020-05-14,Kaduna,0,Kidnapper
2020-06-04,Kaduna,0,Kidnapper
2020-06-25,Kaduna,0,Kidnapper
2020-07-18,Kaduna,0,Kidnapper
2020-07-26,Kaduna,1,Kidnapper
2020-07-30,Kaduna,0,Kidnapper
2020-08-19,Kaduna,0,Kidnapper
2020-08-24,Kaduna,1,Kidnapper
2020-08-27,Kaduna,2,Kidnapper
2020-09-06,Kaduna,3,Kidnapper
2020-09-09,Kaduna,0,Kidnapper
2020-09-16,Kaduna,0,Kidnapper
2020-09-18,Kaduna,0,Kidnapper
2020-09-18,Kaduna,0,Kidnapper
2020-09-27,Kaduna,1,Kidnapper
2020-10-01,Kaduna,0,Kidnapper
2020-11-03,Kaduna,1,Kidnapper
2020-11-07,Kaduna,0,Kidnapper
2020-11-14,Kaduna,0,Kidnapper
2020-11-15,Kaduna,2,Kidnapper
2020-11-15,Kaduna,1,Kidnapper
2020-11-20,Kaduna,1,Kidnapper
2020-11-23,Kaduna,0,Kidnapper
2020-12-04,Kaduna,1,Kidnapper
2020-12-25,Kaduna,0,Kidnapper
2020-12-31,Kaduna,0,Kidnapper
2021-01-01,Kaduna,1,Kidnapper
2021-01-13,Kaduna,0,Kidnapper
2021-01-29,Kaduna,0,Kidnapper
2021-01-29,Kaduna,0,Kidnapper
2021-03-06,Kaduna,0,Kidnapper
2021-03-11,Kaduna,0,Kidnapper
2021-03-26,Kaduna,0,Kidnapper
2021-03-29,Kaduna,0,Kidnapper
2021-04-20,Kaduna,1,Kidnapper
2021-04-20,Kaduna,3,Kidnapper
2021-04-21,Kaduna,0,Kidnapper
2021-04-22,Kaduna,0,Kidnapper
2021-05-28,Kaduna,0,Kidnapper
2021-05-29,Kaduna,0,Kidnapper
2021-06-10,Kaduna,1,Kidnapper
2021-06-12,Kaduna,0,Kidnapper
2021-06-21,Kaduna,1,Kidnapper
2021-06-25,Kaduna,0,Kidnapper
2021-07-04,Kaduna,0,Kidnapper
2021-07-05,Kaduna,2,Kidnapper
2021-07-07,Kaduna,0,Kidnapper
2021-07-11,Kaduna,0,Kidnapper
2021-07-09,Kaduna,0,Kidnapper
2021-08-06,Kaduna,0,Kidnapper
2021-09-14,Kaduna,1,Kidnapper
2021-09-27,Kaduna,1,Kidnapper
2021-10-11,Kaduna,0,Kidnapper
2021-10-29,Kaduna,0,Kidnapper
2021-11-09,Kaduna,0,Kidnapper
2021-11-29,Kaduna,0,Kidnapper
2021-12-11,Kaduna,0,Kidnapper
2022-01-12,Kaduna,0,Kidnapper
2022-01-19,Kaduna,1,Kidnapper
2022-02-11,Kaduna,0,Kidnapper
2022-02-24,Kaduna,0,Kidnapper
2022-04-03,Kaduna,0,Kidnapper
2022-04-09,Kaduna,0,Kidnapper
2022-04-15,Kaduna,1,Kidnapper
2022-04-15,Kaduna,0,Kidnapper
2022-05-16,Kaduna,0,Kidnapper
2013-12-22,Kano,0,Kidnapper
2016-03-06,Kano,0,Kidnapper
2016-04-18,Kano,2,Kidnapper
2016-06-07,Kano,1,Kidnapper
2016-10-20,Kano,0,Kidnapper
2018-03-03,Kano,0,Kidnapper
2018-04-16,Kano,1,Kidnapper
2018-09-19,Kano,0,Kidnapper
2019-03-12,Kano,1,Kidnapper
2019-03-14,Kano,1,Kidnapper
2019-07-03,Kano,0,Kidnapper
2020-01-13,Kano,0,Kidnapper
2020-07-19,Kano,0,Kidnapper
2020-10-22,Kano,0,Kidnapper
2020-10-23,Kano,0,Kidnapper
2020-11-23,Kano,0,Kidnapper
2021-06-03,Kano,0,Kidnapper
2021-10-05,Kano,0,Kidnapper
2021-11-03,Kano,0,Kidnapper
2021-12-04,Kano,0,Kidnapper
2022-01-12,Kano,0,Kidnapper
2022-04-02,Kano,3,Kidnapper
2012-10-20,Katsina,2,Kidnapper
2015-10-10,Katsina,1,Kidnapper
2017-08-18,Katsina,0,Kidnapper
2018-01-18,Katsina,0,Kidnapper
2018-03-24,Katsina,0,Kidnapper
2018-06-10,Katsina,0,Kidnapper
2018-06-24,Katsina,2,Kidnapper
2018-10-31,Katsina,0,Kidnapper
2018-12-23,Katsina,0,Kidnapper
2019-01-06,Katsina,2,Kidnapper
2019-01-07,Katsina,0,Kidnapper
2019-02-24,Katsina,0,Kidnapper
2019-03-08,Katsina,0,Kidnapper
2019-03-14,Katsina,0,Kidnapper
2019-03-21,Katsina,0,Kidnapper
2019-04-23,Katsina,1,Kidnapper
2019-05-01,Katsina,0,Kidnapper
2019-05-02,Katsina,0,Kidnapper
2019-05-31,Katsina,0,Kidnapper
2019-06-11,Katsina,0,Kidnapper
2019-09-25,Katsina,0,Kidnapper
2019-10-30,Katsina,0,Kidnapper
2019-10-30,Katsina,0,Kidnapper
2019-11-18,Katsina,1,Kidnapper
2019-12-17,Katsina,0,Kidnapper
2019-12-19,Katsina,0,Kidnapper
2020-01-02,Katsina,0,Kidnapper
2020-01-02,Katsina,0,Kidnapper
2020-01-08,Katsina,0,Kidnapper
2020-01-09,Katsina,2,Kidnapper
2020-03-08,Katsina,1,Kidnapper
2020-03-09,Katsina,0,Kidnapper
2020-03-11,Katsina,6,Kidnapper
2020-05-27,Katsina,2,Kidnapper
2020-07-12,Katsina,0,Kidnapper
2020-07-18,Katsina,0,Kidnapper
2020-08-27,Katsina,0,Kidnapper
2020-09-13,Katsina,1,Kidnapper
2020-09-23,Katsina,0,Kidnapper
2020-09-24,Katsina,0,Kidnapper
2020-10-07,Katsina,0,Kidnapper
2020-11-08,Katsina,0,Kidnapper
2020-12-13,Katsina,0,Kidnapper
2020-12-21,Katsina,0,Kidnapper
2021-01-22,Katsina,0,Kidnapper
2021-02-18,Katsina,0,Kidnapper
2021-02-19,Katsina,0,Kidnapper
2021-03-02,Katsina,0,Kidnapper
2021-04-05,Katsina,0,Kidnapper
2021-04-11,Katsina,0,Kidnapper
2021-05-18,Katsina,0,Kidnapper
2021-05-20,Katsina,1,Kidnapper
2021-05-28,Katsina,0,Kidnapper
2021-06-29,Katsina,0,Kidnapper
2021-07-01,Katsina,0,Kidnapper
2021-07-03,Katsina,0,Kidnapper
2021-07-17,Katsina,0,Kidnapper
2021-07-23,Katsina,0,Kidnapper
2021-08-25,Katsina,0,Kidnapper
2021-09-01,Katsina,0,Kidnapper
2021-09-04,Katsina,0,Kidnapper
2021-09-05,Katsina,0,Kidnapper
2021-09-06,Katsina,0,Kidnapper
2021-09-06,Katsina,0,Kidnapper
2021-10-15,Katsina,0,Kidnapper
2022-03-14,Katsina,0,Kidnapper
2022-04-12,Katsina,0,Kidnapper
2022-05-25,Katsina,0,Kidnapper
2018-12-09,Kebbi,0,Kidnapper
2019-06-25,Kebbi,0,Kidnapper
2019-07-28,Kebbi,1,Kidnapper
2019-10-09,Kebbi,0,Kidnapper
2021-03-12,Kebbi,0,Kidnapper
2013-09-02,Kogi,0,Kidnapper
2014-01-27,Kogi,0,Kidnapper
2014-04-15,Kogi,0,Kidnapper
2014-05-27,Kogi,0,Kidnapper
2014-09-23,Kogi,0,Kidnapper
2015-02-23,Kogi,0,Kidnapper
2015-02-26,Kogi,0,Kidnapper
2015-03-13,Kogi,1,Kidnapper
2015-05-04,Kogi,0,Kidnapper
2015-05-24,Kogi,1,Kidnapper
2015-05-31,Kogi,0,Kidnapper
2015-09-07,Kogi,0,Kidnapper
2015-09-30,Kogi,0,Kidnapper
2015-12-03,Kogi,0,Kidnapper
2016-01-10,Kogi,0,Kidnapper
2016-04-22,Kogi,0,Kidnapper
2016-05-20,Kogi,0,Kidnapper
2016-05-20,Kogi,0,Kidnapper
2016-05-20,Kogi,0,Kidnapper
2016-06-21,Kogi,0,Kidnapper
2016-06-26,Kogi,0,Kidnapper
2016-12-30,Kogi,0,Kidnapper
2016-12-31,Kogi,0,Kidnapper
2017-02-06,Kogi,0,Kidnapper
2017-02-12,Kogi,0,Kidnapper
2017-07-13,Kogi,1,Kidnapper
2017-10-05,Kogi,0,Kidnapper
2017-10-13,Kogi,0,Kidnapper
2017-11-16,Kogi,0,Kidnapper
2017-12-03,Kogi,0,Kidnapper
2018-02-27,Kogi,5,Kidnapper
2018-07-16,Kogi,0,Kidnapper
2018-07-17,Kogi,1,Kidnapper
2018-07-24,Kogi,0,Kidnapper
2018-11-05,Kogi,0,Kidnapper
2019-02-22,Kogi,0,Kidnapper
2019-03-23,Kogi,0,Kidnapper
2019-04-14,Kogi,0,Kidnapper
2019-04-15,Kogi,0,Kidnapper
2019-04-15,Kogi,0,Kidnapper
2019-08-10,Kogi,0,Kidnapper
2019-09-01,Kogi,5,Kidnapper
2019-09-08,Kogi,0,Kidnapper
2019-09-14,Kogi,3,Kidnapper
2019-09-24,Kogi,8,Kidnapper
2019-12-21,Kogi,0,Kidnapper
2019-12-31,Kogi,4,Kidnapper
2020-02-04,Kogi,0,Kidnapper
2020-02-16,Kogi,0,Kidnapper
2020-02-16,Kogi,0,Kidnapper
2020-02-18,Kogi,0,Kidnapper
2020-02-23,kogi,0,Kidnapper
2020-04-07,Kogi,4,Kidnapper
2020-06-02,Kogi,2,Kidnapper
2020-06-10,Kogi,1,Kidnapper
2020-07-14,Kogi,1,Kidnapper
2020-07-18,Kogi,0,Kidnapper
2020-07-19,Kogi,4,Kidnapper
2020-07-25,Kogi,3,Kidnapper
2020-10-06,Kogi,0,Kidnapper
2020-10-07,Kogi,0,Kidnapper
2020-11-21,Kogi,0,Kidnapper
2020-12-18,Kogi,0,Kidnapper
2020-12-18,Kogi,0,Kidnapper
2021-01-25,Kogi,0,Kidnapper
2021-03-09,Kogi,0,Kidnapper
2021-03-10,Kogi,0,Kidnapper
2021-05-01,Kogi,1,Kidnapper
2021-05-02,Kogi,2,Kidnapper
2021-04-30,Kogi,0,Kidnapper
2021-06-08,Kogi,2,Kidnapper
2021-06-08,Kogi,1,Kidnapper
2021-06-26,Kogi,2,Kidnapper
2021-06-29,Kogi,2,Kidnapper
2021-06-30,Kogi,0,Kidnapper
2021-06-30,Kogi,3,Kidnapper
2021-07-13,Kogi,0,Kidnapper
2021-07-19,Kogi,0,Kidnapper
2021-07-31,Kogi,1,Kidnapper
2021-08-29,Kogi,0,Kidnapper
2021-09-15,Kogi,1,Kidnapper
2021-09-19,Kogi,1,Kidnapper
2021-09-27,Kogi,0,Kidnapper
2021-10-01,Kogi,1,Kidnapper
2021-10-08,Kogi,0,Kidnapper
2021-10-20,Kogi,1,Kidnapper
2021-11-28,Kogi,0,Kidnapper
2021-11-25,Kogi,0,Kidnapper
2021-12-13,Kogi,0,Kidnapper
2022-02-23,Kogi,0,Kidnapper
2022-03-05,Kogi,0,Kidnapper
2022-03-29,Kogi,0,Kidnapper
2022-03-31,Kogi,0,Kidnapper
2022-04-09,Kogi,0,Kidnapper
2022-05-14,Kogi,0,Kidnapper
2022-05-26,Kogi,1,Kidnapper
2022-06-04,Kogi,0,Kidnapper
2017-11-05,Kwara,0,Kidnapper
2017-11-30,Kwara,0,Kidnapper
2019-07-20,Kwara,0,Kidnapper
2019-12-31,Kwara,0,Kidnapper
2020-02-21,Kwara,0,Kidnapper
2021-01-13,Kwara,0,Kidnapper
2021-02-09,Kwara,0,Kidnapper
2021-03-22,Kwara,0,Kidnapper
2021-04-22,Kwara,0,Kidnapper
2021-05-27,Kwara,0,Kidnapper
2021-08-07,Kwara,0,Kidnapper
2021-08-07,Kwara,0,Kidnapper
2021-08-19,Kwara,0,Kidnapper
2021-08-22,Kwara,0,Kidnapper
2021-08-23,Kwara,0,Kidnapper
2021-08-28,Kwara,1,Kidnapper
2021-09-24,Kwara,0,Kidnapper
2021-10-14,Kwara,0,Kidnapper
2021-10-28,Kwara,0,Kidnapper
2021-11-19,Kwara,1,Kidnapper
2021-12-09,Kwara,0,Kidnapper
2022-01-06,Kwara,0,Kidnapper
2022-01-06,Kwara,0,Kidnapper
2022-03-16,Kwara,0,Kidnapper
2022-03-19,Kwara,6,Kidnapper
2011-11-15,Lagos,4,Kidnapper
2015-09-14,Lagos,0,Kidnapper
2016-01-28,Lagos,0,Kidnapper
2016-02-29,Lagos,0,Kidnapper
2016-05-29,Lagos,0,Kidnapper
2016-07-04,Lagos,0,Kidnapper
2016-07-10,Lagos,0,Kidnapper
2016-07-16,Lagos,1,Kidnapper
2016-07-28,Lagos,0,Kidnapper
2016-10-06,Lagos,0,Kidnapper
2016-10-07,Lagos,0,Kidnapper
2016-11-03,Lagos,0,Kidnapper
2016-11-27,Lagos,0,Kidnapper
2016-12-16,Lagos,4,Kidnapper
2016-12-21,Lagos,0,Kidnapper
2017-02-14,Lagos,0,Kidnapper
2017-02-20,Lagos,0,Kidnapper
2017-02-21,Lagos,0,Kidnapper
2017-05-25,Lagos,0,Kidnapper
2017-07-05,Lagos,0,Kidnapper
2017-08-02,Lagos,0,Kidnapper
2018-11-23,Lagos,1,Kidnapper
2018-12-11,Lagos,1,Kidnapper
2019-04-06,Lagos,8,Kidnapper
2019-06-23,Lagos,1,Kidnapper
2019-07-28,Lagos,0,Kidnapper
2019-12-02,Lagos,0,Kidnapper
2021-03-08,Lagos,0,Kidnapper
2021-09-15,Lagos,0,Kidnapper
2021-09-26,Lagos,0,Kidnapper
2021-09-27,Lagos,0,Kidnapper
2021-09-29,Lagos,2,Kidnapper
2022-04-01,Lagos,2,Kidnapper
2022-04-03,Lagos,0,Kidnapper
2015-02-23,Nasarawa,0,Kidnapper
2015-04-13,Nasarawa,0,Kidnapper
2015-06-29,Nasarawa,0,Kidnapper
2015-09-19,Nasarawa,1,Kidnapper
2016-08-06,Nasarawa,0,Kidnapper
2016-11-17,Nasarawa,0,Kidnapper
2017-03-18,Nasarawa,0,Kidnapper
2017-05-06,Nasarawa,0,Kidnapper
2017-08-09,Nasarawa,1,Kidnapper
2017-08-22,Nasarawa,0,Kidnapper
2017-12-03,Nasarawa,0,Kidnapper
2018-02-02,Nasarawa,1,Kidnapper
2018-10-20,Nasarawa,0,Kidnapper
2018-11-01,Nasarawa,0,Kidnapper
2018-12-09,Nasarawa,0,Kidnapper
2019-02-18,Nasarawa,0,Kidnapper
2019-03-27,Nassarawa,0,Kidnapper
2019-10-09,Nassarawa,0,Kidnapper
2020-02-15,Nassarawa,0,Kidnapper
2020-04-04,Nassarawa,0,Kidnapper
2020-04-30,Nassarawa,0,Kidnapper
2020-05-05,Nassarawa,4,Kidnapper
2020-05-07,Nassarawa,1,Kidnapper
2020-05-28,Nassarawa,0,Kidnapper
2020-05-29,Nassarawa,1,Kidnapper
2020-06-15,Nassarawa,0,Kidnapper
2020-07-08,Nassarawa,2,Kidnapper
2020-07-14,Nassarawa,2,Kidnapper
2020-07-22,Nassarawa,0,Kidnapper
2020-09-25,Nassarawa,2,Kidnapper
2020-09-28,Nassarawa,0,Kidnapper
2020-10-06,Nassarawa,0,Kidnapper
2020-10-27,Nassarawa,0,Kidnapper
2020-10-27,Nassarawa,0,Kidnapper
2020-10-30,Nassarawa,0,Kidnapper
2020-11-21,Nassarawa,1,Kidnapper
2020-11-22,Nassarawa,1,Kidnapper
2020-11-29,Nassarawa,0,Kidnapper
2021-01-05,Nassarawa,1,Kidnapper
2021-01-18,Nassarawa,0,Kidnapper
2021-04-27,Nassarawa,0,Kidnapper
2021-05-01,Nassarawa,0,Kidnapper
2021-06-20,Nassarawa,1,Kidnapper
2021-07-10,Nassarawa,0,Kidnapper
2021-07-26,Nassarawa,0,Kidnapper
2021-08-24,Nassarawa,0,Kidnapper
2021-10-16,Nassarawa,0,Kidnapper
2021-11-20,Nassarawa,0,Kidnapper
2022-01-11,Nassarawa,0,Kidnapper
2022-01-13,Nassarawa,0,Kidnapper
2022-05-20,Nassarawa,1,Kidnapper
2015-05-01,Niger,0,Kidnapper
2015-08-02,Niger,0,Kidnapper
2015-09-21,Niger,0,Kidnapper
2017-04-16,Niger,0,Kidnapper
2017-11-21,Niger,1,Kidnapper
2017-12-10,Niger,3,Kidnapper
2018-01-19,Niger,0,Kidnapper
2018-01-20,Niger,0,Kidnapper
2018-10-03,Niger,0,Kidnapper
2018-12-25,Niger,2,Kidnapper
2019-04-18,Niger,1,Kidnapper
2019-07-14,Niger,0,Kidnapper
2019-07-15,Niger,0,Kidnapper
2019-07-20,Niger,0,Kidnapper
2019-09-08,Niger,1,Kidnapper
2019-12-09,Niger,0,Kidnapper
2020-02-21,Niger,1,Kidnapper
2020-03-01,Niger,0,Kidnapper
2020-03-28,Niger,1,Kidnapper
2020-05-30,Niger,0,Kidnapper
2020-06-01,Niger,1,Kidnapper
2020-07-28,Niger,0,Kidnapper
2020-08-17,Niger,1,Kidnapper
2020-12-10,Niger,0,Kidnapper
2020-12-13,Niger,0,Kidnapper
2020-12-14,Niger,0,Kidnapper
2020-12-24,Niger,0,Kidnapper
2020-12-27,Niger,1,Kidnapper
2021-01-15,Niger,1,Kidnapper
2021-01-16,Niger,0,Kidnapper
2021-01-19,Niger,0,Kidnapper
2021-02-14,Niger,3,Kidnapper
2021-02-23,Niger,0,Kidnapper
2021-02-28,Niger,0,Kidnapper
2021-02-28,Niger,0,Kidnapper
2021-03-02,Niger,0,Kidnapper
2021-03-14,Niger,0,Kidnapper
2021-03-18,Niger,0,Kidnapper
2021-03-14,Niger,3,Kidnapper
2021-05-24,Niger,0,Kidnapper
2021-08-07,Niger,0,Kidnapper
2021-08-08,Niger,0,Kidnapper
2021-09-04,Niger,0,Kidnapper
2021-10-01,Niger,0,Kidnapper
2021-10-20,Niger,0,Kidnapper
2021-10-25,Niger,0,Kidnapper
2021-11-04,Niger,0,Kidnapper
2021-11-05,Niger,0,Kidnapper
2021-11-11,Niger,0,Kidnapper
2021-11-20,Niger,0,Kidnapper
2022-01-16,Niger,0,Kidnapper
2022-02-27,Niger,0,Kidnapper
2022-02-28,Niger,0,Kidnapper
2013-08-21,Ogun,0,Kidnapper
2013-12-23,Ogun,0,Kidnapper
2014-10-01,Ogun,0,Kidnapper
2014-10-13,Ogun,0,Kidnapper
2015-02-02,Ogun,0,Kidnapper
2015-05-26,Ogun,1,Kidnapper
2015-11-02,Ogun,0,Kidnapper
2016-01-19,Ogun,0,Kidnapper
2016-04-27,Ogun,0,Kidnapper
2016-05-13,Ogun,0,Kidnapper
2016-05-29,Ogun,1,Kidnapper
2016-06-02,Ogun,0,Kidnapper
2016-07-10,Ogun,0,Kidnapper
2016-07-19,Ogun,0,Kidnapper
2016-08-21,Ogun,0,Kidnapper
2017-01-13,Ogun,0,Kidnapper
2017-07-25,Ogun,5,Kidnapper
2018-02-02,Ogun,1,Kidnapper
2018-03-02,Ogun,2,Kidnapper
2018-03-20,Ogun,6,Kidnapper
2019-07-23,Ogun,0,Kidnapper
2019-08-01,Ogun,0,Kidnapper
2019-08-11,Ogun,0,Kidnapper
2019-08-21,Ogun,2,Kidnapper
2019-11-12,Ogun,0,Kidnapper
2020-07-15,Ogun,1,Kidnapper
2020-08-21,Ogun,1,Kidnapper
2021-03-14,Ogun,0,Kidnapper
2021-03-14,Ogun,0,Kidnapper
2021-03-20,Ogun,0,Kidnapper
2021-03-30,Ogun,0,Kidnapper
2021-04-07,Ogun,0,Kidnapper
2021-04-10,Ogun,0,Kidnapper
2021-05-01,Ogun,0,Kidnapper
2021-05-04,Ogun,0,Kidnapper
2021-05-05,Ogun,1,Kidnapper
2021-05-20,Ogun,0,Kidnapper
2021-05-22,Ogun,0,Kidnapper
2021-06-04,Ogun,1,Kidnapper
2021-06-16,Ogun,1,Kidnapper
2021-08-07,Ogun,3,Kidnapper
2021-08-18,Ogun,0,Kidnapper
2021-08-29,Ogun,2,Kidnapper
2021-08-31,Ogun,1,Kidnapper
2021-09-08,Ogun,0,Kidnapper
2021-09-08,Ogun,0,Kidnapper
2021-09-19,Ogun,0,Kidnapper
2021-10-07,Ogun,0,Kidnapper
2021-10-24,Ogun,0,Kidnapper
2021-11-06,Ogun,0,Kidnapper
2021-12-18,Ogun,0,Kidnapper
2022-01-16,Ogun,0,Kidnapper
2022-01-16,Ogun,0,Kidnapper
2022-02-02,Ogun,0,Kidnapper
2022-03-08,Ogun,0,Kidnapper
2022-04-03,Ogun,0,Kidnapper
2022-05-16,Ogun,0,Kidnapper
2013-03-13,Ondo,1,Kidnapper
2014-01-30,Ondo,1,Kidnapper
2014-10-23,Ondo,0,Kidnapper
2015-01-25,Ondo,0,Kidnapper
2015-04-26,Ondo,0,Kidnapper
2015-05-17,Ondo,1,Kidnapper
2015-05-19,Ondo,0,Kidnapper
2015-06-02,Ondo,0,Kidnapper
2015-06-18,Ondo,0,Kidnapper
