Date,State,Death,Type
2020-06-15,Katsina,10,State Actor
2020-06-26,Katsina,9,State Actor
2020-07-06,Katsina,46,State Actor
2020-07-07,Katsina,1,State Actor
2020-07-14,Katsina,4,State Actor
2020-07-18,Katsina,0,State Actor
2020-07-18,Katsina,40,State Actor
2020-07-25,Katsina,2,State Actor
2020-07-28,Katsina,3,State Actor
2020-08-06,Katsina,10,State Actor
2020-08-06,Katsina,10,State Actor
2020-08-12,Katsina,3,State Actor
2020-09-10,Katsina,1,State Actor
2020-09-24,Katsina,24,State Actor
2020-09-28,Katsina,1,State Actor
2020-10-02,Katsina,4,State Actor
2020-10-08,Katsina,20,State Actor
2020-10-13,Katsina,10,State Actor
2020-10-15,Katsina,4,State Actor
2020-10-27,Katsina,6,State Actor
2020-10-29,Katsina,4,State Actor
2020-11-05,Katsina,6,State Actor
2020-11-13,Katsina,1,State Actor
2020-11-15,Katsina,3,State Actor
2020-11-18,Katsina,17,State Actor
2020-11-23,Katsina,0,State Actor
2020-11-23,Katsina,67,State Actor
2020-12-11,Katsina,3,State Actor
2020-12-19,Katsina,0,State Actor
2020-12-29,Katsina,8,State Actor
2020-12-31,Katsina,1,State Actor
2021-01-01,Katsina,6,State Actor
2021-01-10,Katsina,6,State Actor
2021-02-02,Katsina,3,State Actor
2021-02-17,Katsina,1,State Actor
2021-02-28,Katsina,9,State Actor
2021-03-04,Katsina,5,State Actor
2021-03-09,Katsina,1,State Actor
2021-04-11,Katsina,3,State Actor
2021-04-19,Katsina,3,State Actor
2021-04-20,Katsina,0,State Actor
2021-04-23,Katsina,1,State Actor
2021-05-26,Katsina,5,State Actor
2021-05-31,Katsina,7,State Actor
2021-06-02,Katsina,5,State Actor
2021-06-29,Katsina,0,State Actor
2021-07-01,Katsina,0,State Actor
2021-07-08,Katsina,7,State Actor
2021-07-17,Katsina,0,State Actor
2021-07-23,Katsina,0,State Actor
2021-10-08,Katsina,0,State Actor
2021-11-14,Katsina,0,State Actor
2021-11-18,Katsina,4,State Actor
2021-12-22,Katsina,2,State Actor
2022-01-15,Katsina,10,State Actor
2022-01-27,Katsina,0,State Actor
2022-01-30,Katsina,43,State Actor
2022-02-10,Katsina,5,State Actor
2022-02-11,Katsina,0,State Actor
2022-02-15,Katsina,42,State Actor
2022-02-16,Katsina,2,State Actor
2022-03-06,Katsina,0,State Actor
2022-03-11,Katsina,3,State Actor
2022-03-12,Katsina,1,State Actor
2022-03-14,Katsina,27,State Actor
2022-04-08,Katsina,1,State Actor
2022-04-11,Katsina,2,State Actor
2022-04-21,Katsina,2,State Actor
2022-04-25,Katsina,0,State Actor
2022-04-26,Katsina,0,State Actor
2022-04-26,Katsina,1,State Actor
2022-05-17,Katsina,6,State Actor
2022-05-30,Katsina,0,State Actor
2013-12-13,Kebbi,2,State Actor
2014-11-30,Kebbi,5,State Actor
2015-04-11,Kebbi,4,State Actor
2020-11-12,Kebbi,1,State Actor
2021-04-25,Kebbi,11,State Actor
2021-06-05,Kebbi,0,State Actor
2021-06-17,Kebbi,1,State Actor
2021-06-17,Kebbi,40,State Actor
2021-06-19,Kebbi,1,State Actor
2022-03-15,Kebbi,11,State Actor
2012-01-12,Kogi,1,State Actor
2012-02-23,Kogi,0,State Actor
2012-03-31,Kogi,11,State Actor
2012-08-07,Kogi,4,State Actor
2012-08-18,Kogi,1,State Actor
2012-11-08,Kogi,2,State Actor
2012-11-20,Kogi,2,State Actor
2013-07-08,Kogi,2,State Actor
2014-01-11,Kogi,2,State Actor
2014-09-14,Kogi,0,State Actor
2014-09-21,Kogi,0,State Actor
2014-12-23,Kogi,6,State Actor
2015-03-01,Kogi,1,State Actor
2015-05-31,Kogi,4,State Actor
2015-07-31,Kogi,2,State Actor
2015-09-26,Kogi,4,State Actor
2015-10-13,Kogi,10,State Actor
2016-02-12,Kogi,1,State Actor
2017-03-28,Kogi,2,State Actor
2017-09-03,Kogi,1,State Actor
2017-09-16,Kogi,3,State Actor
2017-10-23,Kogi,2,State Actor
2017-12-03,Kogi,1,State Actor
2018-02-27,Kogi,5,State Actor
2018-03-13,Kogi,1,State Actor
2018-04-22,Kogi,16,State Actor
2018-07-19,Kogi,2,State Actor
2018-07-30,Kogi,1,State Actor
2019-09-14,Kogi,3,State Actor
2019-11-16,Kogi,0,State Actor
2020-04-07,Kogi,4,State Actor
2020-05-04,Kogi,2,State Actor
2020-06-02,Kogi,2,State Actor
2020-06-10,Kogi,3,State Actor
2020-07-19,Kogi,4,State Actor
2020-07-25,Kogi,3,State Actor
2020-10-25,Kogi,4,State Actor
2020-12-30,Kogi,1,State Actor
2021-05-02,Kogi,2,State Actor
2021-06-08,Kogi,2,State Actor
2021-06-26,Kogi,2,State Actor
2021-06-29,Kogi,2,State Actor
2021-07-31,Kogi,1,State Actor
2021-09-12,Kogi,4,State Actor
2021-09-19,Kogi,11,State Actor
2021-10-01,Kogi,1,State Actor
2022-01-22,Kogi,1,State Actor
2022-02-06,Kogi,1,State Actor
2022-02-12,Kogi,2,State Actor
2012-01-03,Kwara,2,State Actor
2013-03-17,Kwara,2,State Actor
2013-05-27,Kwara,0,State Actor
2014-04-03,Kwara,0,State Actor
2014-04-11,Kwara,1,State Actor
2014-07-22,Kwara,2,State Actor
2014-11-25,Kwara,0,State Actor
2017-03-06,Kwara,3,State Actor
2017-03-07,Kwara,3,State Actor
2017-03-22,Kwara,1,State Actor
2017-11-17,Kwara,3,State Actor
2017-11-17,Kwara,3,State Actor
2018-08-13,Kwara,0,State Actor
2020-10-23,Kwara,2,State Actor
2020-10-24,Kwara,0,State Actor
2020-11-14,Kwara,1,State Actor
2021-01-08,Kwara,5,State Actor
2021-05-28,Kwara,1,State Actor
2021-08-07,Kwara,0,State Actor
2021-08-07,Kwara,0,State Actor
2022-01-29,Kwara,2,State Actor
2011-11-15,Lagos,0,State Actor
2012-01-08,Lagos,3,State Actor
2012-02-12,Lagos,1,State Actor
2012-03-10,Lagos,0,State Actor
2012-05-12,Lagos,2,State Actor
2012-07-11,Lagos,1,State Actor
2012-09-06,Lagos,1,State Actor
2012-09-09,Lagos,1,State Actor
2012-09-20,Lagos,1,State Actor
2012-10-01,Lagos,2,State Actor
2012-10-09,Lagos,4,State Actor
2012-10-17,Lagos,2,State Actor
2012-10-23,Lagos,1,State Actor
2012-11-06,Lagos,1,State Actor
2012-11-06,Lagos,1,State Actor
2012-11-10,Lagos,0,State Actor
2012-11-12,Lagos,4,State Actor
2012-11-28,Lagos,3,State Actor
2012-12-24,Lagos,1,State Actor
2013-01-07,Lagos,1,State Actor
2013-01-21,Lagos,3,State Actor
2013-03-10,Lagos,7,State Actor
2013-04-11,Lagos,1,State Actor
2013-05-04,Lagos,1,State Actor
2013-06-13,Lagos,1,State Actor
2013-06-17,Lagos,3,State Actor
2013-07-14,Lagos,7,State Actor
2013-07-30,Lagos,2,State Actor
2013-08-08,Lagos,1,State Actor
2013-08-20,Lagos,1,State Actor
2013-08-25,Lagos,1,State Actor
2013-08-27,Lagos,4,State Actor
2013-08-31,Lagos,3,State Actor
2013-10-06,Lagos,1,State Actor
2013-10-23,Lagos,1,State Actor
2013-11-16,Lagos,5,State Actor
2013-12-15,Lagos,2,State Actor
2013-12-31,Lagos,1,State Actor
2014-05-01,Lagos,0,State Actor
2014-06-09,Lagos,2,State Actor
2014-07-04,Lagos,0,State Actor
2014-07-11,Lagos,2,State Actor
2014-07-12,Lagos,3,State Actor
2014-08-03,Lagos,2,State Actor
2014-10-10,Lagos,10,State Actor
2015-01-27,Lagos,2,State Actor
2015-05-06,Lagos,1,State Actor
2015-07-20,Lagos,1,State Actor
2015-10-28,Lagos,2,State Actor
2015-11-19,Lagos,2,State Actor
2015-11-25,Lagos,5,State Actor
2016-01-12,Lagos,4,State Actor
2016-03-16,Lagos,11,State Actor
2016-05-29,Lagos,3,State Actor
2016-07-26,Lagos,6,State Actor
2016-08-01,Lagos,2,State Actor
2016-09-07,Lagos,2,State Actor
2016-10-13,Lagos,3,State Actor
2016-12-16,Lagos,4,State Actor
2017-02-20,Lagos,0,State Actor
2017-04-10,Lagos,1,State Actor
2017-04-13,Lagos,1,State Actor
2017-04-18,Lagos,1,State Actor
2017-04-24,Lagos,4,State Actor
2017-06-05,Lagos,1,State Actor
2017-07-19,Lagos,3,State Actor
2017-12-13,Lagos,1,State Actor
2017-12-14,Lagos,0,State Actor
2018-01-17,Lagos,1,State Actor
2018-01-18,Lagos,2,State Actor
2018-02-04,Lagos,1,State Actor
2018-04-18,Lagos,1,State Actor
2018-05-10,Lagos,5,State Actor
2018-05-12,Lagos,1,State Actor
2018-06-27,Lagos,3,State Actor
2018-08-23,Lagos,1,State Actor
2018-08-27,Lagos,1,State Actor
2018-09-19,Lagos,1,State Actor
2018-09-25,Lagos,1,State Actor
2018-10-02,Lagos,0,State Actor
2018-11-17,Lagos,0,State Actor
2018-11-20,Lagos,1,State Actor
2018-11-23,Lagos,1,State Actor
2018-11-28,Lagos,1,State Actor
2018-12-10,Lagos,0,State Actor
2018-12-11,Lagos,1,State Actor
2018-12-14,Lagos,1,State Actor
2018-12-18,Lagos,0,State Actor
2019-01-27,Lagos,0,State Actor
2019-02-28,Lagos,0,State Actor
2019-03-01,Lagos,1,State Actor
2019-03-18,Lagos,1,State Actor
2019-03-20,Lagos,3,State Actor
2019-03-20,Lagos,1,State Actor
2019-03-28,Lagos,1,State Actor
2019-03-31,Lagos,1,State Actor
2019-04-04,Lagos,0,State Actor
2019-04-09,Lagos,1,State Actor
2019-04-13,Lagos,1,State Actor
2019-05-18,Lagos,1,State Actor
2019-06-23,Lagos,1,State Actor
2019-07-15,Lagos,1,State Actor
2019-08-07,Lagos,1,State Actor
2019-08-10,Lagos,2,State Actor
2019-08-18,Lagos,2,State Actor
2019-08-19,Lagos,2,State Actor
2019-08-25,Lagos,1,State Actor
2019-09-03,Lagos,1,State Actor
2019-09-26,Lagos,1,State Actor
2019-10-11,Lagos,3,State Actor
2019-10-24,Lagos,1,State Actor
2019-10-26,Lagos,2,State Actor
2019-11-23,Lagos,1,State Actor
2019-12-02,Lagos,0,State Actor
2019-11-29,Lagos,1,State Actor
2019-12-03,Lagos,0,State Actor
2019-12-21,Lagos,1,State Actor
2019-12-27,Lagos,1,State Actor
2020-02-03,Lagos,3,State Actor
2020-02-05,Lagos,2,State Actor
2020-05-20,Lagos,1,State Actor
2020-05-26,Lagos,1,State Actor
2020-05-31,Lagos,1,State Actor
2020-06-04,Lagos,1,State Actor
2020-07-03,Lagos,0,State Actor
2020-08-26,Lagos,2,State Actor
2020-10-05,Lagos,0,State Actor
2020-10-12,Lagos,2,State Actor
2020-10-20,Lagos,5,State Actor
2020-10-20,Lagos,15,State Actor
2020-10-20,Lagos,2,State Actor
2020-10-20,Lagos,17,State Actor
2020-10-22,Lagos,0,State Actor
2020-10-22,Lagos,5,State Actor
2020-10-23,Lagos,0,State Actor
2020-10-21,Lagos,2,State Actor
2020-10-31,Lagos,1,State Actor
2020-11-03,Lagos,1,State Actor
2020-11-17,Lagos,0,State Actor
2020-11-18,Lagos,0,State Actor
2020-12-22,Lagos,0,State Actor
2021-01-19,Lagos,0,State Actor
2021-02-06,Lagos,2,State Actor
2021-02-11,Lagos,0,State Actor
2021-05-07,Lagos,0,State Actor
2021-05-20,Lagos,2,State Actor
2021-05-20,Lagos,0,State Actor
2021-05-24,Lagos,1,State Actor
2021-06-02,Lagos,2,State Actor
2021-06-19,Lagos,1,State Actor
2021-07-03,Lagos,1,State Actor
2021-07-03,Lagos,0,State Actor
2021-07-13,Lagos,4,State Actor
2021-09-10,Lagos,1,State Actor
2021-09-29,Lagos,2,State Actor
2021-10-16,Lagos,2,State Actor
2021-10-20,Lagos,0,State Actor
2021-11-01,Lagos,0,State Actor
2021-11-04,Lagos,4,State Actor
2021-12-07,Lagos,0,State Actor
2021-12-13,Lagos,1,State Actor
2022-02-26,Lagos,5,State Actor
2022-03-05,Lagos,1,State Actor
2022-03-28,Lagos,1,State Actor
2022-04-24,Lagos,2,State Actor
2018-10-15,Maradi,30,State Actor
2018-12-31,Maradi,21,State Actor
2022-02-18,Maradi,7,State Actor
2012-11-17,Nasarawa,4,State Actor
2013-01-13,Nasarawa,5,State Actor
2013-01-13,Nasarawa,5,State Actor
2013-01-31,Nasarawa,0,State Actor
2013-02-25,Nasarawa,4,State Actor
2013-09-16,Nasarawa,5,State Actor
2013-11-05,Nasarawa,4,State Actor
2014-04-03,Nasarawa,50,State Actor
2014-11-03,Nasarawa,50,State Actor
2014-11-18,Nasarawa,12,State Actor
2015-09-19,Nasarawa,1,State Actor
2016-07-29,Nasarawa,2,State Actor
2016-08-14,Nasarawa,1,State Actor
2017-06-11,Nasarawa,1,State Actor
2017-08-14,Nasarawa,1,State Actor
2018-02-02,Nasarawa,1,State Actor
2018-05-02,Nasarawa,1,State Actor
2018-05-04,Nasarawa,1,State Actor
2018-06-27,Nasarawa,6,State Actor
2018-07-15,Nasarawa,1,State Actor
2018-10-18,Nasarawa,2,State Actor
2018-10-24,Nasarawa,1,State Actor
2019-01-07,Nasarawa,0,State Actor
2019-01-08,Nasarawa,1,State Actor
2020-04-16,Nassarawa,4,State Actor
2020-08-26,Nassarawa,0,State Actor
2020-09-25,Nassarawa,2,State Actor
2020-10-18,Nassarawa,2,State Actor
2020-12-09,Nassarawa,2,State Actor
2021-01-07,Nassarawa,1,State Actor
2021-01-18,Nassarawa,14,State Actor
2021-04-16,Nassarawa,1,State Actor
2021-05-28,Nassarawa,1,State Actor
2021-11-20,Nassarawa,0,State Actor
2021-12-26,Nassarawa,1,State Actor
2022-04-21,Nassarawa,0,State Actor
2012-01-11,Niger,2,State Actor
2012-03-30,Niger,0,State Actor
2012-04-23,Niger,1,State Actor
2013-05-05,Niger,1,State Actor
2014-02-06,Niger,1,State Actor
2014-04-03,Niger,0,State Actor
2015-02-20,Niger,11,State Actor
2015-05-05,Niger,0,State Actor
2016-05-29,Niger,4,State Actor
2016-08-05,Niger,19,State Actor
2016-08-07,Niger,19,State Actor
2017-04-21,Niger,2,State Actor
2017-06-23,Niger,4,State Actor
2018-04-19,Niger,1,State Actor
2018-06-03,Niger,2,State Actor
2019-09-06,Niger,1,State Actor
2020-01-19,Niger,0,State Actor
2020-02-09,Niger,1,State Actor
2020-02-16,Niger,1,State Actor
2020-03-22,Niger,29,State Actor
2020-03-31,Niger,10,State Actor
2020-04-19,Niger,10,State Actor
2020-04-25,Niger,3,State Actor
2020-05-16,Niger,12,State Actor
2020-06-12,Niger,3,State Actor
2020-08-17,Niger,14,State Actor
2020-09-02,Niger,28,State Actor
2020-09-17,Niger,2,State Actor
2020-09-19,Niger,2,State Actor
2020-10-12,Niger,6,State Actor
2020-10-24,Niger,1,State Actor
2020-11-11,Niger,4,State Actor
2020-11-18,Niger,1,State Actor
2020-12-08,Niger,1,State Actor
2020-12-25,Niger,5,State Actor
2021-01-12,Niger,4,State Actor
2021-03-30,Niger,1,State Actor
2021-03-14,Niger,3,State Actor
2021-04-17,Niger,6,State Actor
2021-04-21,Niger,1,State Actor
2021-05-17,Niger,5,State Actor
2021-06-12,Niger,42,State Actor
2021-06-19,Niger,16,State Actor
2021-06-24,Niger,5,State Actor
2021-07-17,Niger,12,State Actor
2021-08-05,Niger,70,State Actor
2021-08-30,Niger,10,State Actor
2021-09-10,Niger,41,State Actor
2021-09-19,Niger,43,State Actor
2021-09-28,Niger,20,State Actor
2021-10-10,Niger,37,State Actor
2021-10-25,Niger,19,State Actor
2021-10-29,Niger,20,State Actor
2021-11-11,Niger,0,State Actor
2021-11-26,Niger,60,State Actor
2021-12-13,Niger,0,State Actor
2022-02-03,Niger,20,State Actor
2022-02-09,Niger,37,State Actor
2022-02-12,Niger,10,State Actor
2022-02-25,Niger,5,State Actor
2022-02-28,Niger,0,State Actor
2022-03-01,Niger,200,State Actor
2022-03-01,Niger,2,State Actor
2022-03-12,Niger,10,State Actor
2022-03-15,Niger,27,State Actor
2022-03-16,Niger,101,State Actor
2022-03-29,Niger,29,State Actor
2022-03-31,Niger,14,State Actor
2022-04-13,Niger,6,State Actor
2022-04-20,Niger,0,State Actor
2022-05-02,Niger,10,State Actor
2022-05-09,Niger,0,State Actor
2022-05-11,Niger,0,State Actor
2022-05-12,Niger,0,State Actor
2022-05-15,Niger,0,State Actor
2022-05-15,Niger,0,State Actor
2022-05-15,Niger,0,State Actor
2012-01-10,Ogun,4,State Actor
2012-04-10,Ogun,9,State Actor
2012-04-10,Ogun,7,State Actor
2012-05-23,Ogun,1,State Actor
2012-11-19,Ogun,,State Actor
2012-11-21,Ogun,1,State Actor
2012-12-05,Ogun,0,State Actor
2012-12-07,Ogun,4,State Actor
2013-04-10,Ogun,1,State Actor
2013-05-20,Ogun,2,State Actor
2013-09-30,Ogun,2,State Actor
2013-11-06,Ogun,2,State Actor
2013-12-18,Ogun,3,State Actor
2014-02-03,Ogun,2,State actor
2014-03-21,Ogun,4,State Actor
2014-05-24,Ogun,7,State Actor
2014-06-08,Ogun,0,State Actor
2014-07-26,Ogun,5,State Actor
2015-02-21,Ogun,3,State Actor
2015-04-27,Ogun,4,State Actor
2015-05-26,Ogun,1,State Actor
2015-07-26,Ogun,2,State Actor
2015-09-15,Ogun,10,State Actor
2015-10-06,Ogun,1,State Actor
2015-12-22,Ogun,1,State Actor
2016-02-05,Ogun,5,State Actor
2016-04-18,Ogun,4,State Actor
2016-05-01,Ogun,6,State Actor
2016-05-29,Ogun,2,State Actor
2016-06-27,Ogun,0,State Actor
2016-07-05,Ogun,0,State Actor
2016-07-28,Ogun,19,State Actor
2016-08-01,Ogun,114,State Actor
2017-03-08,Ogun,4,State Actor
2017-03-24,Ogun,1,State Actor
2017-04-23,Ogun,4,State Actor
2017-06-08,Ogun,2,State Actor
2017-07-25,Ogun,5,State Actor
2017-09-13,Ogun,1,State Actor
2017-10-22,Ogun,1,State Actor
2017-12-02,Ogun,2,State Actor
2017-12-25,Ogun,1,State Actor
2018-01-07,Ogun,1,State Actor
2018-01-18,Ogun,0,State Actor
2018-02-02,Ogun,1,State Actor
2018-03-02,Ogun,2,State Actor
2018-03-20,Ogun,6,State Actor
2018-05-12,Ogun,4,State Actor
2018-05-31,Ogun,1,State Actor
2018-07-10,Ogun,2,State Actor
2018-08-22,Ogun,1,State Actor
2018-09-22,Ogun,3,State Actor
2018-11-07,Ogun,1,State Actor
2018-12-07,Ogun,1,State Actor
2019-01-21,Ogun,1,State Actor
2019-01-31,Ogun,0,State Actor
2019-02-17,Ogun,1,State Actor
2019-04-21,Ogun,1,State Actor
2019-04-21,Ogun,1,State Actor
2019-07-24,Ogun,0,State Actor
2019-08-12,Ogun,3,State Actor
2019-08-21,Ogun,2,State Actor
2019-10-21,Ogun,1,State Actor
2020-02-17,Ogun,0,State Actor
2020-02-20,Ogun,2,State Actor
2020-02-24,Ogun,3,State Actor
2020-03-28,Ogun,1,State Actor
2020-04-05,Ogun,0,State Actor
2020-04-25,Ogun,1,State Actor
2020-05-01,Ogun,1,State Actor
2020-05-21,Ogun,1,State Actor
2020-07-15,Ogun,1,State Actor
2020-08-25,Ogun,1,State Actor
2020-09-04,Ogun,1,State Actor
2020-09-23,Ogun,2,State Actor
2020-11-09,Ogun,1,State Actor
2020-12-03,Ogun,0,State Actor
2020-12-04,Ogun,0,State Actor
2020-12-06,Ogun,1,State Actor
2020-12-22,Ogun,3,State Actor
2020-12-26,Ogun,1,State Actor
2021-01-31,Ogun,1,State Actor
2021-02-02,Ogun,0,State Actor
2021-02-03,Ogun,2,State Actor
2021-02-05,Ogun,6,State Actor
2021-02-10,Ogun,1,State Actor
2021-05-06,Ogun,2,State Actor
2021-05-09,Ogun,2,State Actor
2021-05-26,Ogun,2,State Actor
2021-06-04,Ogun,1,State Actor
2021-07-30,Ogun,0,State Actor
2021-08-07,Ogun,3,State Actor
2021-08-21,Ogun,2,State Actor
2021-08-29,Ogun,2,State Actor
2021-08-31,Ogun,1,State Actor
2021-09-07,Ogun,1,State Actor
2021-10-16,Ogun,7,State Actor
2021-11-01,Ogun,0,State Actor
2021-11-06,Ogun,0,State Actor
2021-11-27,Ogun,0,State Actor
2022-01-01,Ogun,2,State Actor
2022-01-13,Ogun,1,State Actor
2022-01-25,Ogun,3,State Actor
2022-02-12,Ogun,1,State Actor
2012-12-03,Ondo,1,State Actor
2012-12-04,Ondo,1,State Actor
2013-04-02,Ondo,1,State Actor
2013-08-10,Ondo,1,State Actor
2014-09-09,Ondo,0,State Actor
2015-03-26,Ondo,8,State Actor
2016-01-27,Ondo,5,State Actor
2016-06-19,Ondo,0,State Actor
2017-01-15,Ondo,1,State Actor
2017-03-14,Ondo,1,State Actor
2017-04-14,Ondo,1,State Actor
2017-05-01,Ondo,21,State Actor
2017-06-15,Ondo,0,State Actor
2017-10-26,Ondo,2,State Actor
2017-11-24,Ondo,2,State Actor
2018-01-15,Ondo,0,State Actor
2018-04-09,Ondo,0,State Actor
2018-06-20,Ondo,1,State Actor
2018-07-18,Ondo,1,State Actor
2018-08-29,Ondo,1,State Actor
2018-12-23,Ondo,0,State Actor
2019-04-08,Ondo,0,State Actor
2019-07-12,Ondo,1,State Actor
2019-12-02,Ondo,1,State Actor
2019-12-18,Ondo,4,State Actor
2020-10-21,Ondo,5,State Actor
2020-10-22,Ondo,2,State Actor
2020-11-05,Ondo,0,State Actor
2020-12-22,Ondo,1,State Actor
2021-01-22,Ondo,4,State Actor
2021-07-05,Ondo,1,State Actor
2021-07-29,Ondo,0,State Actor
2021-08-27,Ondo,0,State Actor
2021-11-17,Ondo,1,State Actor
2022-04-22,Ondo,0,State Actor
2022-05-17,Ondo,0,State Actor
2012-10-22,Osun,0,State Actor
2015-04-11,Osun,0,State Actor
2016-02-12,Osun,8,State Actor
2016-08-08,Osun,0,State Actor
2016-12-20,Osun,1,State Actor
2017-01-20,Osun,2,State Actor
2017-04-02,Osun,1,State Actor
2017-06-06,Osun,4,State Actor
2017-09-03,Osun,1,State Actor
2017-11-20,Osun,0,State Actor
2018-05-11,Osun,0,State Actor
2018-08-23,Osun,1,State Actor
2018-11-19,Osun,0,State Actor
2020-01-02,Osun,2,State Actor
2020-04-10,Osun,1,State Actor
2020-09-15,Osun,0,State Actor
2020-09-15,Osun,1,State Actor
2020-10-09,Osun,0,State Actor
2020-10-26,Osun,2,State Actor
2020-12-15,Osun,2,State Actor
2021-03-06,Osun,0,State Actor
2021-05-07,Osun,1,State Actor
2021-05-22,Osun,0,State Actor
2021-06-22,Osun,0,State Actor
2021-07-05,Osun,1,State Actor
2021-07-19,Osun,0,State Actor
2021-07-27,Osun,1,State Actor
2021-08-05,Osun,2,State Actor
2021-08-25,Osun,3,State Actor
2021-08-25,Osun,4,State Actor
2021-09-28,Osun,2,State Actor
2021-11-10,Osun,0,State Actor
2021-11-16,Osun,0,State Actor
2021-12-03,Osun,1,State Actor
2021-12-23,Osun,0,State Actor
2021-12-31,Osun,1,State Actor
2022-01-04,Osun,4,State Actor
2022-02-14,Osun,0,State Actor
2022-04-16,Osun,1,State Actor
2022-05-31,Osun,0,State Actor
2012-01-25,Oyo,2,State Actor
2012-10-26,Oyo,0,State Actor
2012-11-06,Oyo,0,State Actor
2013-01-08,Oyo,2,State Actor
2013-01-08,Oyo,0,State Actor
2013-09-01,Oyo,1,State Actor
2014-07-19,Oyo,0,State Actor
2014-11-21,Oyo,1,State Actor
2015-04-23,Oyo,3,State Actor
2016-10-06,Oyo,2,State Actor
2016-11-22,Oyo,11,State Actor
2017-06-23,Oyo,1,State Actor
2017-10-10,Oyo,1,State Actor
2017-11-13,Oyo,0,State Actor
2018-04-22,Oyo,3,State Actor
2018-06-28,Oyo,5,State Actor
2019-06-16,Oyo,5,State Actor
2019-07-13,Oyo,1,State Actor
2019-10-29,Oyo,2,State Actor
2020-01-05,Oyo,3,State Actor
2020-02-29,Oyo,1,State Actor
2020-03-10,Oyo,4,State Actor
2020-07-09,Oyo,1,State Actor
2020-08-13,Oyo,2,State Actor
2020-08-26,Oyo,1,State Actor
2020-10-10,Oyo,1,State Actor
2020-10-11,Oyo,3,State Actor
2020-10-20,Oyo,8,State Actor
2020-10-22,Oyo,2,State Actor
2020-10-25,Oyo,1,State Actor
2020-10-29,Oyo,0,State Actor
2020-11-07,Oyo,0,State Actor
2020-11-19,Oyo,3,State Actor
2020-11-24,Oyo,2,State Actor
2020-12-17,Oyo,2,State Actor
2021-01-06,Oyo,3,State Actor
2021-01-09,Oyo,7,State Actor
2021-01-13,Oyo,1,State Actor
2021-01-29,Oyo,5,State Actor
2021-02-12,Oyo,0,State Actor
2021-03-01,Oyo,2,State Actor
2021-05-13,Oyo,5,State Actor
2021-06-28,Oyo,3,State Actor
2021-07-01,Oyo,5,State Actor
2021-07-16,Oyo,0,State Actor
2021-07-20,Oyo,2,State Actor
2021-07-30,Oyo,2,State Actor
2021-08-18,Oyo,1,State Actor
2021-10-22,Oyo,4,State Actor
2022-02-10,Oyo,1,State Actor
2022-03-11,Oyo,0,State Actor
2022-03-17,Oyo,0,State Actor
2022-03-20,Oyo,2,State Actor
2011-10-15,Plateau,2,State Actor
2011-10-20,Plateau,0,State Actor
2012-03-11,Plateau,10,State Actor
2012-03-29,Plateau,6,State Actor
2012-04-02,Plateau,5,State Actor
2012-04-10,Plateau,4,State Actor
2012-06-13,Plateau,4,State Actor
2012-10-13,Plateau,2,State Actor
2012-11-15,Plateau,0,State Actor
2012-11-29,Plateau,1,State Actor
2013-02-17,Plateau,1,State Actor
2013-04-10,Plateau,,State Actor
2013-04-10,Plateau,1,State Actor
2014-04-03,Plateau,0,State Actor
2014-06-20,Plateau,1,State Actor
2014-06-22,Plateau,3,State Actor
